uf,tipo_doenca,local_obito,faixa_etaria,sexo,total
PA,INSUFICIENCIA_RESPIRATORIA,OUTROS_SERVICOS_SAUDE,"50 - 59",M,17
PA,INSUFICIENCIA_RESPIRATORIA,VIA_PUBLICA,"50 - 59",F,2
PA,INSUFICIENCIA_RESPIRATORIA,VIA_PUBLICA,"50 - 59",M,3
PA,PNEUMONIA,DOMICILIO,"50 - 59",F,5
PA,PNEUMONIA,DOMICILIO,"50 - 59",M,9
PA,PNEUMONIA,HOSPITAL,"50 - 59",F,122
PA,PNEUMONIA,HOSPITAL,"50 - 59",M,165
PA,PNEUMONIA,OUTRO,"50 - 59",F,4
PA,PNEUMONIA,OUTRO,"50 - 59",M,2
PA,PNEUMONIA,OUTROS_SERVICOS_SAUDE,"50 - 59",F,10
PA,PNEUMONIA,OUTROS_SERVICOS_SAUDE,"50 - 59",M,16
PA,PNEUMONIA,VIA_PUBLICA,"50 - 59",F,1
PA,SEPTICEMIA,DOMICILIO,"50 - 59",F,6
PA,SEPTICEMIA,DOMICILIO,"50 - 59",M,13
PA,SEPTICEMIA,HOSPITAL,"50 - 59",F,121
PA,SEPTICEMIA,HOSPITAL,"50 - 59",M,143
PA,SEPTICEMIA,OUTRO,"50 - 59",F,4
PA,SEPTICEMIA,OUTRO,"50 - 59",M,5
PA,SEPTICEMIA,OUTROS_SERVICOS_SAUDE,"50 - 59",F,6
PA,SEPTICEMIA,OUTROS_SERVICOS_SAUDE,"50 - 59",M,11
PA,SRAG,DOMICILIO,"50 - 59",F,6
PA,SRAG,DOMICILIO,"50 - 59",M,8
PA,SRAG,HOSPITAL,"50 - 59",F,39
PA,SRAG,HOSPITAL,"50 - 59",M,64
PA,SRAG,OUTROS_SERVICOS_SAUDE,"50 - 59",F,2
PA,SRAG,OUTROS_SERVICOS_SAUDE,"50 - 59",M,2
PA,SRAG,VIA_PUBLICA,"50 - 59",F,1
PB,OUTRAS,DOMICILIO,"50 - 59",F,157
PB,OUTRAS,DOMICILIO,"50 - 59",M,388
PB,OUTRAS,HOSPITAL,"50 - 59",F,334
PB,OUTRAS,HOSPITAL,"50 - 59",M,508
PB,OUTRAS,IGNORADO,"50 - 59",F,1
PB,OUTRAS,IGNORADO,"50 - 59",M,1
PB,OUTRAS,OUTRO,"50 - 59",F,12
PB,OUTRAS,OUTRO,"50 - 59",M,40
PB,OUTRAS,OUTROS_SERVICOS_SAUDE,"50 - 59",F,42
PB,OUTRAS,OUTROS_SERVICOS_SAUDE,"50 - 59",M,49
PB,OUTRAS,VIA_PUBLICA,"50 - 59",F,9
PB,OUTRAS,VIA_PUBLICA,"50 - 59",M,40
PB,COVID,DOMICILIO,"50 - 59",F,2
PB,COVID,DOMICILIO,"50 - 59",M,2
PB,COVID,HOSPITAL,"50 - 59",F,119
PB,COVID,HOSPITAL,"50 - 59",M,211
PB,COVID,IGNORADO,"50 - 59",F,1
PB,COVID,OUTRO,"50 - 59",F,2
PB,COVID,OUTROS_SERVICOS_SAUDE,"50 - 59",F,2
PB,COVID,OUTROS_SERVICOS_SAUDE,"50 - 59",M,5
PB,COVID,POSTO_SAUDE,"50 - 59",F,1
PB,INDETERMINADA,DOMICILIO,"50 - 59",M,12
PB,INDETERMINADA,HOSPITAL,"50 - 59",F,5
PB,INDETERMINADA,HOSPITAL,"50 - 59",M,3
PB,INDETERMINADA,OUTRO,"50 - 59",F,1
PB,INDETERMINADA,OUTRO,"50 - 59",M,4
PB,INDETERMINADA,OUTROS_SERVICOS_SAUDE,"50 - 59",M,3
PB,INDETERMINADA,VIA_PUBLICA,"50 - 59",M,2
PB,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"50 - 59",F,9
PB,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"50 - 59",M,21
PB,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"50 - 59",F,87
PB,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"50 - 59",M,93
PB,INSUFICIENCIA_RESPIRATORIA,OUTRO,"50 - 59",F,3
PB,INSUFICIENCIA_RESPIRATORIA,OUTRO,"50 - 59",M,4
PB,INSUFICIENCIA_RESPIRATORIA,OUTROS_SERVICOS_SAUDE,"50 - 59",F,6
PB,INSUFICIENCIA_RESPIRATORIA,OUTROS_SERVICOS_SAUDE,"50 - 59",M,1
PB,INSUFICIENCIA_RESPIRATORIA,VIA_PUBLICA,"50 - 59",M,2
PB,PNEUMONIA,DOMICILIO,"50 - 59",F,4
PB,PNEUMONIA,DOMICILIO,"50 - 59",M,8
PB,PNEUMONIA,HOSPITAL,"50 - 59",F,84
PB,PNEUMONIA,HOSPITAL,"50 - 59",M,122
PB,PNEUMONIA,OUTRO,"50 - 59",M,1
PB,PNEUMONIA,OUTROS_SERVICOS_SAUDE,"50 - 59",F,5
PB,PNEUMONIA,OUTROS_SERVICOS_SAUDE,"50 - 59",M,6
PB,SEPTICEMIA,DOMICILIO,"50 - 59",F,8
PB,SEPTICEMIA,DOMICILIO,"50 - 59",M,8
PB,SEPTICEMIA,HOSPITAL,"50 - 59",F,119
PB,SEPTICEMIA,HOSPITAL,"50 - 59",M,188
PB,SEPTICEMIA,OUTRO,"50 - 59",F,1
PB,SEPTICEMIA,OUTRO,"50 - 59",M,1
PB,SEPTICEMIA,OUTROS_SERVICOS_SAUDE,"50 - 59",F,5
PB,SEPTICEMIA,OUTROS_SERVICOS_SAUDE,"50 - 59",M,11
PB,SRAG,DOMICILIO,"50 - 59",M,1
PB,SRAG,HOSPITAL,"50 - 59",F,9
PB,SRAG,HOSPITAL,"50 - 59",M,15
PB,SRAG,OUTRO,"50 - 59",M,1
PB,SRAG,OUTROS_SERVICOS_SAUDE,"50 - 59",F,1
PB,SRAG,OUTROS_SERVICOS_SAUDE,"50 - 59",M,1
PE,OUTRAS,DOMICILIO,"50 - 59",F,383
PE,OUTRAS,DOMICILIO,"50 - 59",M,837
PE,OUTRAS,HOSPITAL,"50 - 59",F,992
PE,OUTRAS,HOSPITAL,"50 - 59",I,1
PE,OUTRAS,HOSPITAL,"50 - 59",M,1305
PE,OUTRAS,IGNORADO,"50 - 59",F,6
PE,OUTRAS,IGNORADO,"50 - 59",M,27
PE,OUTRAS,OUTRO,"50 - 59",F,26
PE,OUTRAS,OUTRO,"50 - 59",M,118
PE,OUTRAS,OUTROS_SERVICOS_SAUDE,"50 - 59",F,59
PE,OUTRAS,OUTROS_SERVICOS_SAUDE,"50 - 59",M,91
PE,OUTRAS,POSTO_SAUDE,"50 - 59",F,1
PE,OUTRAS,POSTO_SAUDE,"50 - 59",M,1
PE,OUTRAS,VIA_PUBLICA,"50 - 59",F,24
PE,OUTRAS,VIA_PUBLICA,"50 - 59",M,134
PE,COVID,DOMICILIO,"50 - 59",F,5
PE,COVID,DOMICILIO,"50 - 59",M,6
PE,COVID,HOSPITAL,"50 - 59",F,357
PE,COVID,HOSPITAL,"50 - 59",M,517
PE,COVID,IGNORADO,"50 - 59",M,2
PE,COVID,OUTRO,"50 - 59",M,1
PE,COVID,OUTROS_SERVICOS_SAUDE,"50 - 59",F,5
PE,COVID,OUTROS_SERVICOS_SAUDE,"50 - 59",M,7
PE,COVID,VIA_PUBLICA,"50 - 59",M,1
PE,INDETERMINADA,DOMICILIO,"50 - 59",F,11
PE,INDETERMINADA,DOMICILIO,"50 - 59",M,33
PE,INDETERMINADA,HOSPITAL,"50 - 59",F,11
PE,INDETERMINADA,HOSPITAL,"50 - 59",M,18
PE,INDETERMINADA,IGNORADO,"50 - 59",M,2
PE,INDETERMINADA,OUTRO,"50 - 59",F,2
PE,INDETERMINADA,OUTRO,"50 - 59",M,5
PE,INDETERMINADA,OUTROS_SERVICOS_SAUDE,"50 - 59",F,3
PE,INDETERMINADA,OUTROS_SERVICOS_SAUDE,"50 - 59",M,4
PE,INDETERMINADA,VIA_PUBLICA,"50 - 59",M,5
PE,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"50 - 59",F,33
PE,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"50 - 59",M,31
PE,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"50 - 59",F,193
PE,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"50 - 59",M,154
PE,INSUFICIENCIA_RESPIRATORIA,IGNORADO,"50 - 59",M,4
PE,INSUFICIENCIA_RESPIRATORIA,OUTRO,"50 - 59",F,1
PE,INSUFICIENCIA_RESPIRATORIA,OUTRO,"50 - 59",M,3
PE,INSUFICIENCIA_RESPIRATORIA,OUTROS_SERVICOS_SAUDE,"50 - 59",F,6
PE,INSUFICIENCIA_RESPIRATORIA,OUTROS_SERVICOS_SAUDE,"50 - 59",M,13
PE,INSUFICIENCIA_RESPIRATORIA,VIA_PUBLICA,"50 - 59",M,1
PE,PNEUMONIA,DOMICILIO,"50 - 59",F,8
PE,PNEUMONIA,DOMICILIO,"50 - 59",M,17
PE,PNEUMONIA,HOSPITAL,"50 - 59",F,169
PE,PNEUMONIA,HOSPITAL,"50 - 59",M,233
PE,PNEUMONIA,IGNORADO,"50 - 59",F,1
PE,PNEUMONIA,OUTRO,"50 - 59",M,2
PE,PNEUMONIA,OUTROS_SERVICOS_SAUDE,"50 - 59",F,5
PE,PNEUMONIA,OUTROS_SERVICOS_SAUDE,"50 - 59",M,5
PE,PNEUMONIA,VIA_PUBLICA,"50 - 59",M,1
PE,SEPTICEMIA,DOMICILIO,"50 - 59",F,24
PE,SEPTICEMIA,DOMICILIO,"50 - 59",M,21
PE,SEPTICEMIA,HOSPITAL,"50 - 59",F,480
PE,SEPTICEMIA,HOSPITAL,"50 - 59",M,555
PE,SEPTICEMIA,IGNORADO,"50 - 59",F,3
PE,SEPTICEMIA,IGNORADO,"50 - 59",M,3
PE,SEPTICEMIA,OUTRO,"50 - 59",F,2
PE,SEPTICEMIA,OUTROS_SERVICOS_SAUDE,"50 - 59",F,3
PE,SEPTICEMIA,OUTROS_SERVICOS_SAUDE,"50 - 59",M,11
PE,SRAG,AMBULANCIA,"50 - 59",M,1
PE,SRAG,DOMICILIO,"50 - 59",F,11
PE,SRAG,DOMICILIO,"50 - 59",M,27
PE,SRAG,HOSPITAL,"50 - 59",F,191
PE,SRAG,HOSPITAL,"50 - 59",M,305
PE,SRAG,IGNORADO,"50 - 59",F,3
PE,SRAG,OUTRO,"50 - 59",F,3
PE,SRAG,OUTRO,"50 - 59",M,3
PE,SRAG,OUTROS_SERVICOS_SAUDE,"50 - 59",F,14
PE,SRAG,OUTROS_SERVICOS_SAUDE,"50 - 59",M,23
PE,SRAG,VIA_PUBLICA,"50 - 59",F,2
PI,OUTRAS,DOMICILIO,"50 - 59",F,91
PI,OUTRAS,DOMICILIO,"50 - 59",M,207
PI,OUTRAS,HOSPITAL,"50 - 59",F,152
PI,OUTRAS,HOSPITAL,"50 - 59",M,225
PI,OUTRAS,OUTRO,"50 - 59",F,7
PI,OUTRAS,OUTRO,"50 - 59",M,18
PI,OUTRAS,OUTROS_SERVICOS_SAUDE,"50 - 59",F,4
PI,OUTRAS,OUTROS_SERVICOS_SAUDE,"50 - 59",M,11
PI,OUTRAS,VIA_PUBLICA,"50 - 59",F,5
PI,OUTRAS,VIA_PUBLICA,"50 - 59",M,14
PI,COVID,DOMICILIO,"50 - 59",F,3
PI,COVID,DOMICILIO,"50 - 59",M,2
PI,COVID,HOSPITAL,"50 - 59",F,63
PI,COVID,HOSPITAL,"50 - 59",M,115
PI,COVID,OUTROS_SERVICOS_SAUDE,"50 - 59",F,1
PI,COVID,VIA_PUBLICA,"50 - 59",M,1
PI,INDETERMINADA,DOMICILIO,"50 - 59",M,1
PI,INDETERMINADA,HOSPITAL,"50 - 59",F,1
PI,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"50 - 59",F,13
PI,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"50 - 59",M,23
PI,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"50 - 59",F,45
PI,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"50 - 59",M,57
PI,INSUFICIENCIA_RESPIRATORIA,OUTROS_SERVICOS_SAUDE,"50 - 59",F,2
PI,INSUFICIENCIA_RESPIRATORIA,OUTROS_SERVICOS_SAUDE,"50 - 59",M,2
PI,INSUFICIENCIA_RESPIRATORIA,VIA_PUBLICA,"50 - 59",F,1
PI,INSUFICIENCIA_RESPIRATORIA,VIA_PUBLICA,"50 - 59",M,4
PI,PNEUMONIA,DOMICILIO,"50 - 59",F,8
PI,PNEUMONIA,DOMICILIO,"50 - 59",M,8
PI,PNEUMONIA,HOSPITAL,"50 - 59",F,30
PI,PNEUMONIA,HOSPITAL,"50 - 59",M,74
PI,PNEUMONIA,VIA_PUBLICA,"50 - 59",M,1
PI,SEPTICEMIA,DOMICILIO,"50 - 59",F,2
PI,SEPTICEMIA,DOMICILIO,"50 - 59",M,3
PI,SEPTICEMIA,HOSPITAL,"50 - 59",F,64
PI,SEPTICEMIA,HOSPITAL,"50 - 59",M,62
PI,SEPTICEMIA,OUTROS_SERVICOS_SAUDE,"50 - 59",M,2
PI,SRAG,DOMICILIO,"50 - 59",F,1
PI,SRAG,HOSPITAL,"50 - 59",F,1
PI,SRAG,HOSPITAL,"50 - 59",M,5
PR,OUTRAS,AMBULANCIA,"50 - 59",M,2
PR,OUTRAS,DOMICILIO,"50 - 59",F,405
PR,OUTRAS,DOMICILIO,"50 - 59",I,1
PR,OUTRAS,DOMICILIO,"50 - 59",M,1032
PR,OUTRAS,HOSPITAL,"50 - 59",F,1067
PR,OUTRAS,HOSPITAL,"50 - 59",I,1
PR,OUTRAS,HOSPITAL,"50 - 59",M,1589
PR,OUTRAS,IGNORADO,"50 - 59",F,1
PR,OUTRAS,IGNORADO,"50 - 59",M,5
PR,OUTRAS,OUTRO,"50 - 59",F,41
PR,OUTRAS,OUTRO,"50 - 59",M,179
PR,OUTRAS,OUTROS_SERVICOS_SAUDE,"50 - 59",F,49
PR,OUTRAS,OUTROS_SERVICOS_SAUDE,"50 - 59",M,95
PR,OUTRAS,POSTO_SAUDE,"50 - 59",M,6
PR,OUTRAS,VIA_PUBLICA,"50 - 59",F,20
PR,OUTRAS,VIA_PUBLICA,"50 - 59",M,133
PR,COVID,DOMICILIO,"50 - 59",F,10
PR,COVID,DOMICILIO,"50 - 59",M,18
PR,COVID,HOSPITAL,"50 - 59",F,416
PR,COVID,HOSPITAL,"50 - 59",I,1
PR,COVID,HOSPITAL,"50 - 59",M,706
PR,COVID,IGNORADO,"50 - 59",F,1
PR,COVID,OUTRO,"50 - 59",F,8
PR,COVID,OUTRO,"50 - 59",M,12
PR,COVID,OUTROS_SERVICOS_SAUDE,"50 - 59",F,14
PR,COVID,OUTROS_SERVICOS_SAUDE,"50 - 59",M,11
PR,COVID,VIA_PUBLICA,"50 - 59",M,3
PR,INDETERMINADA,DOMICILIO,"50 - 59",F,11
PR,INDETERMINADA,DOMICILIO,"50 - 59",M,16
PR,INDETERMINADA,HOSPITAL,"50 - 59",F,1
PR,INDETERMINADA,HOSPITAL,"50 - 59",M,6
PR,INDETERMINADA,OUTRO,"50 - 59",F,3
PR,INDETERMINADA,OUTRO,"50 - 59",M,1
PR,INDETERMINADA,VIA_PUBLICA,"50 - 59",M,4
PR,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"50 - 59",F,20
PR,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"50 - 59",M,24
PR,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"50 - 59",F,165
PR,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"50 - 59",M,165
PR,INSUFICIENCIA_RESPIRATORIA,IGNORADO,"50 - 59",F,1
PR,INSUFICIENCIA_RESPIRATORIA,IGNORADO,"50 - 59",M,1
PR,INSUFICIENCIA_RESPIRATORIA,OUTRO,"50 - 59",F,6
PR,INSUFICIENCIA_RESPIRATORIA,OUTRO,"50 - 59",M,6
PR,INSUFICIENCIA_RESPIRATORIA,OUTROS_SERVICOS_SAUDE,"50 - 59",F,6
PR,INSUFICIENCIA_RESPIRATORIA,OUTROS_SERVICOS_SAUDE,"50 - 59",M,16
PR,PNEUMONIA,DOMICILIO,"50 - 59",F,7
PR,PNEUMONIA,DOMICILIO,"50 - 59",M,17
PR,PNEUMONIA,HOSPITAL,"50 - 59",F,224
PR,PNEUMONIA,HOSPITAL,"50 - 59",M,408
PR,PNEUMONIA,OUTRO,"50 - 59",F,5
PR,PNEUMONIA,OUTRO,"50 - 59",M,3
PR,PNEUMONIA,OUTROS_SERVICOS_SAUDE,"50 - 59",F,5
PR,PNEUMONIA,OUTROS_SERVICOS_SAUDE,"50 - 59",M,6
PR,SEPTICEMIA,DOMICILIO,"50 - 59",F,6
PR,SEPTICEMIA,DOMICILIO,"50 - 59",M,4
PR,SEPTICEMIA,HOSPITAL,"50 - 59",F,321
PR,SEPTICEMIA,HOSPITAL,"50 - 59",M,443
PR,SEPTICEMIA,OUTRO,"50 - 59",F,4
PR,SEPTICEMIA,OUTRO,"50 - 59",M,4
PR,SEPTICEMIA,OUTROS_SERVICOS_SAUDE,"50 - 59",F,5
PR,SEPTICEMIA,OUTROS_SERVICOS_SAUDE,"50 - 59",M,10
PR,SRAG,HOSPITAL,"50 - 59",F,14
PR,SRAG,HOSPITAL,"50 - 59",M,20
PR,SRAG,OUTRO,"50 - 59",M,2
PR,SRAG,OUTROS_SERVICOS_SAUDE,"50 - 59",F,3
PR,SRAG,OUTROS_SERVICOS_SAUDE,"50 - 59",M,1
RJ,OUTRAS,DOMICILIO,"50 - 59",F,658
RJ,OUTRAS,DOMICILIO,"50 - 59",I,1
RJ,OUTRAS,DOMICILIO,"50 - 59",M,1341
RJ,OUTRAS,HOSPITAL,"50 - 59",F,2398
RJ,OUTRAS,HOSPITAL,"50 - 59",M,3016
RJ,OUTRAS,IGNORADO,"50 - 59",F,4
RJ,OUTRAS,IGNORADO,"50 - 59",M,9
RJ,OUTRAS,OUTRO,"50 - 59",F,30
RJ,OUTRAS,OUTRO,"50 - 59",I,1
RJ,OUTRAS,OUTRO,"50 - 59",M,165
RJ,OUTRAS,OUTROS_SERVICOS_SAUDE,"50 - 59",F,604
RJ,OUTRAS,OUTROS_SERVICOS_SAUDE,"50 - 59",M,841
RJ,OUTRAS,VIA_PUBLICA,"50 - 59",F,14
RJ,OUTRAS,VIA_PUBLICA,"50 - 59",M,126
RJ,COVID,DOMICILIO,"50 - 59",F,13
RJ,COVID,DOMICILIO,"50 - 59",M,27
RJ,COVID,HOSPITAL,"50 - 59",F,1114
RJ,COVID,HOSPITAL,"50 - 59",M,1768
RJ,COVID,IGNORADO,"50 - 59",F,2
RJ,COVID,IGNORADO,"50 - 59",M,3
RJ,COVID,OUTRO,"50 - 59",F,2
RJ,COVID,OUTRO,"50 - 59",M,4
RJ,COVID,OUTROS_SERVICOS_SAUDE,"50 - 59",F,136
RJ,COVID,OUTROS_SERVICOS_SAUDE,"50 - 59",M,189
RJ,COVID,VIA_PUBLICA,"50 - 59",M,2
RJ,INDETERMINADA,DOMICILIO,"50 - 59",F,22
RJ,INDETERMINADA,DOMICILIO,"50 - 59",M,67
RJ,INDETERMINADA,HOSPITAL,"50 - 59",F,32
RJ,INDETERMINADA,HOSPITAL,"50 - 59",M,52
RJ,INDETERMINADA,OUTRO,"50 - 59",F,1
RJ,INDETERMINADA,OUTRO,"50 - 59",M,6
RJ,INDETERMINADA,OUTROS_SERVICOS_SAUDE,"50 - 59",F,18
RJ,INDETERMINADA,OUTROS_SERVICOS_SAUDE,"50 - 59",M,28
RJ,INDETERMINADA,VIA_PUBLICA,"50 - 59",M,5
RJ,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"50 - 59",F,38
RJ,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"50 - 59",M,45
RJ,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"50 - 59",F,440
RJ,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"50 - 59",M,460
RJ,INSUFICIENCIA_RESPIRATORIA,IGNORADO,"50 - 59",F,1
RJ,INSUFICIENCIA_RESPIRATORIA,IGNORADO,"50 - 59",M,1
RJ,INSUFICIENCIA_RESPIRATORIA,OUTRO,"50 - 59",F,4
RJ,INSUFICIENCIA_RESPIRATORIA,OUTRO,"50 - 59",M,3
RJ,INSUFICIENCIA_RESPIRATORIA,OUTROS_SERVICOS_SAUDE,"50 - 59",F,90
RJ,INSUFICIENCIA_RESPIRATORIA,OUTROS_SERVICOS_SAUDE,"50 - 59",M,138
RJ,INSUFICIENCIA_RESPIRATORIA,VIA_PUBLICA,"50 - 59",M,4
RJ,PNEUMONIA,DOMICILIO,"50 - 59",F,9
RJ,PNEUMONIA,DOMICILIO,"50 - 59",M,19
RJ,PNEUMONIA,HOSPITAL,"50 - 59",F,603
RJ,PNEUMONIA,HOSPITAL,"50 - 59",I,1
RJ,PNEUMONIA,HOSPITAL,"50 - 59",M,804
RJ,PNEUMONIA,IGNORADO,"50 - 59",F,1
RJ,PNEUMONIA,IGNORADO,"50 - 59",M,2
RJ,PNEUMONIA,OUTRO,"50 - 59",F,4
RJ,PNEUMONIA,OUTRO,"50 - 59",M,1
RJ,PNEUMONIA,OUTROS_SERVICOS_SAUDE,"50 - 59",F,102
RJ,PNEUMONIA,OUTROS_SERVICOS_SAUDE,"50 - 59",M,150
RJ,PNEUMONIA,VIA_PUBLICA,"50 - 59",M,2
RJ,SEPTICEMIA,DOMICILIO,"50 - 59",F,10
RJ,SEPTICEMIA,DOMICILIO,"50 - 59",M,11
RJ,SEPTICEMIA,HOSPITAL,"50 - 59",F,728
RJ,SEPTICEMIA,HOSPITAL,"50 - 59",M,889
RJ,SEPTICEMIA,IGNORADO,"50 - 59",M,2
RJ,SEPTICEMIA,OUTRO,"50 - 59",F,2
RJ,SEPTICEMIA,OUTRO,"50 - 59",M,1
RJ,SEPTICEMIA,OUTROS_SERVICOS_SAUDE,"50 - 59",F,97
RJ,SEPTICEMIA,OUTROS_SERVICOS_SAUDE,"50 - 59",M,120
RJ,SRAG,DOMICILIO,"50 - 59",F,2
RJ,SRAG,DOMICILIO,"50 - 59",M,2
RJ,SRAG,HOSPITAL,"50 - 59",F,74
RJ,SRAG,HOSPITAL,"50 - 59",M,108
RJ,SRAG,OUTRO,"50 - 59",M,1
RJ,SRAG,OUTROS_SERVICOS_SAUDE,"50 - 59",F,15
RJ,SRAG,OUTROS_SERVICOS_SAUDE,"50 - 59",M,32
RN,OUTRAS,DOMICILIO,"50 - 59",F,113
RN,OUTRAS,DOMICILIO,"50 - 59",I,1
RN,OUTRAS,DOMICILIO,"50 - 59",M,277
RN,OUTRAS,HOSPITAL,"50 - 59",F,249
RN,OUTRAS,HOSPITAL,"50 - 59",M,379
RN,OUTRAS,IGNORADO,"50 - 59",F,1
RN,OUTRAS,IGNORADO,"50 - 59",M,2
RN,OUTRAS,OUTRO,"50 - 59",F,9
RN,OUTRAS,OUTRO,"50 - 59",M,36
RN,OUTRAS,OUTROS_SERVICOS_SAUDE,"50 - 59",F,15
RN,OUTRAS,OUTROS_SERVICOS_SAUDE,"50 - 59",M,24
RN,OUTRAS,POSTO_SAUDE,"50 - 59",M,1
RN,OUTRAS,VIA_PUBLICA,"50 - 59",F,7
RN,OUTRAS,VIA_PUBLICA,"50 - 59",M,42
RN,COVID,DOMICILIO,"50 - 59",M,2
RN,COVID,HOSPITAL,"50 - 59",F,106
RN,COVID,HOSPITAL,"50 - 59",M,161
RN,COVID,IGNORADO,"50 - 59",M,2
RN,COVID,OUTRO,"50 - 59",M,1
RN,COVID,OUTROS_SERVICOS_SAUDE,"50 - 59",F,2
RN,COVID,OUTROS_SERVICOS_SAUDE,"50 - 59",M,3
RN,COVID,VIA_PUBLICA,"50 - 59",M,1
RN,INDETERMINADA,DOMICILIO,"50 - 59",F,1
RN,INDETERMINADA,DOMICILIO,"50 - 59",M,4
RN,INDETERMINADA,HOSPITAL,"50 - 59",F,1
RN,INDETERMINADA,OUTRO,"50 - 59",M,2
RN,INDETERMINADA,OUTROS_SERVICOS_SAUDE,"50 - 59",F,2
RN,INDETERMINADA,VIA_PUBLICA,"50 - 59",F,1
RN,INDETERMINADA,VIA_PUBLICA,"50 - 59",M,3
RN,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"50 - 59",F,12
RN,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"50 - 59",M,11
RN,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"50 - 59",F,39
RN,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"50 - 59",M,41
RN,INSUFICIENCIA_RESPIRATORIA,OUTROS_SERVICOS_SAUDE,"50 - 59",F,3
RN,INSUFICIENCIA_RESPIRATORIA,OUTROS_SERVICOS_SAUDE,"50 - 59",M,10
RN,INSUFICIENCIA_RESPIRATORIA,VIA_PUBLICA,"50 - 59",M,4
RN,PNEUMONIA,DOMICILIO,"50 - 59",F,3
RN,PNEUMONIA,DOMICILIO,"50 - 59",M,13
RN,PNEUMONIA,HOSPITAL,"50 - 59",F,61
RN,PNEUMONIA,HOSPITAL,"50 - 59",M,81
RN,PNEUMONIA,OUTROS_SERVICOS_SAUDE,"50 - 59",F,5
RN,PNEUMONIA,OUTROS_SERVICOS_SAUDE,"50 - 59",M,3
RN,PNEUMONIA,VIA_PUBLICA,"50 - 59",M,1
RN,SEPTICEMIA,DOMICILIO,"50 - 59",F,7
RN,SEPTICEMIA,DOMICILIO,"50 - 59",M,10
RN,SEPTICEMIA,HOSPITAL,"50 - 59",F,74
RN,SEPTICEMIA,HOSPITAL,"50 - 59",M,111
RN,SEPTICEMIA,IGNORADO,"50 - 59",F,1
RN,SEPTICEMIA,IGNORADO,"50 - 59",M,1
RN,SEPTICEMIA,OUTRO,"50 - 59",F,1
RN,SEPTICEMIA,OUTRO,"50 - 59",M,1
RN,SEPTICEMIA,OUTROS_SERVICOS_SAUDE,"50 - 59",F,2
RN,SEPTICEMIA,OUTROS_SERVICOS_SAUDE,"50 - 59",M,8
RN,SEPTICEMIA,VIA_PUBLICA,"50 - 59",M,1
RN,SRAG,DOMICILIO,"50 - 59",F,2
RN,SRAG,HOSPITAL,"50 - 59",F,7
RN,SRAG,HOSPITAL,"50 - 59",M,10
RN,SRAG,OUTRO,"50 - 59",M,1
RN,SRAG,OUTROS_SERVICOS_SAUDE,"50 - 59",M,2
RO,OUTRAS,DOMICILIO,"50 - 59",F,44
RO,OUTRAS,DOMICILIO,"50 - 59",M,95
RO,OUTRAS,HOSPITAL,"50 - 59",F,137
RO,OUTRAS,HOSPITAL,"50 - 59",M,192
RO,OUTRAS,OUTRO,"50 - 59",F,4
RO,OUTRAS,OUTRO,"50 - 59",M,30
RO,OUTRAS,OUTROS_SERVICOS_SAUDE,"50 - 59",F,1
RO,OUTRAS,OUTROS_SERVICOS_SAUDE,"50 - 59",M,2
RO,OUTRAS,VIA_PUBLICA,"50 - 59",F,5
RO,OUTRAS,VIA_PUBLICA,"50 - 59",M,33
RO,COVID,DOMICILIO,"50 - 59",F,4
RO,COVID,DOMICILIO,"50 - 59",M,3
RO,COVID,HOSPITAL,"50 - 59",F,77
RO,COVID,HOSPITAL,"50 - 59",M,150
RO,COVID,OUTROS_SERVICOS_SAUDE,"50 - 59",F,1
RO,COVID,OUTROS_SERVICOS_SAUDE,"50 - 59",M,1
RO,INDETERMINADA,DOMICILIO,"50 - 59",M,1
RO,INDETERMINADA,HOSPITAL,"50 - 59",F,1
RO,INDETERMINADA,OUTRO,"50 - 59",M,1
RO,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"50 - 59",F,3
RO,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"50 - 59",M,7
